,date,fa_date,reason
23,2003-02-11,13811122,22 بهمن پیروزی انقلاب اسلامی
24,2003-02-12,13811123,23 بهمن عید سعید قربان[ 10 ذوالحجه ]
25,2003-02-20,13811201,1 اسفند عید سعید غدیر خم[ 18 ذوالحجه ]
26,2003-03-13,13811222,22 اسفند تاسوعای حسینی[ 9 محرم ]
27,2003-03-14,13811223,23 اسفند عاشورای حسینی[ 10 محرم ]
28,2003-03-20,13811229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2003-03-21,13820101,1 فروردین جشن نوروز/جشن سال نو
1,2003-03-22,13820102,2 فروردین عیدنوروز
2,2003-03-23,13820103,3 فروردین عیدنوروز
3,2003-03-24,13820104,4 فروردین عیدنوروز
4,2003-04-01,13820112,12 فروردین روز جمهوری اسلامی
5,2003-04-02,13820113,13 فروردین جشن سیزده به در
6,2003-04-23,13820203,3 اردیبهشت اربعین حسینی[ 20 صفر ]
7,2003-05-01,13820211,11 اردیبهشت رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
8,2003-05-02,13820212,12 اردیبهشت شهادت امام رضا علیه السلام[ 29 صفر ]
9,2003-05-10,13820220,20 اردیبهشت شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2003-05-19,13820229,29 اردیبهشت میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2003-06-04,13820314,14 خرداد رحلت حضرت امام خمینی
12,2003-06-05,13820315,15 خرداد قیام 15 خرداد
13,2003-08-02,13820511,11 اَمرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2003-09-10,13820619,19 شهریورولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2003-09-24,13820702,2 مهر مبعث رسول اکرم (ص)[ 27 رجب ]
16,2003-10-12,13820720,20 مهر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2003-11-16,13820825,25 آبان شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2003-11-26,13820905,5 آذر عید سعید فطر[ 1 شوال ]
19,2003-11-27,13820906,6 آذر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2003-12-20,13820929,29 آذر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2004-02-02,13821113,13 بهمن عید سعید قربان[ 10 ذوالحجه ]
22,2004-02-10,13821121,21 بهمن عید سعید غدیر خم[ 18 ذوالحجه ]
23,2004-02-11,13821122,22 بهمن پیروزی انقلاب اسلامی
24,2004-03-01,13821211,11 اسفند تاسوعای حسینی[ 9 محرم ]
25,2004-03-02,13821212,12 اسفند عاشورای حسینی[ 10 محرم ]
26,2004-03-19,13821229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2004-03-20,13830101,1 فروردین جشن نوروز/جشن سال نو
1,2004-03-21,13830102,2 فروردین عیدنوروز
2,2004-03-22,13830103,3 فروردین عیدنوروز
3,2004-03-23,13830104,4 فروردین عیدنوروز
4,2004-03-31,13830112,12 فروردین روز جمهوری اسلامی
5,2004-04-01,13830113,13 فروردین جشن سیزده به در
6,2004-04-11,13830123,23 فروردین اربعین حسینی[ 20 صفر ]
7,2004-04-19,13830131,31 فروردین رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
8,2004-04-20,13830201,1 اردیبهشت شهادت امام رضا علیه السلام[ 29 صفر ]
9,2004-04-28,13830209,9 اردیبهشت شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2004-05-07,13830218,18 اردیبهشت میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2004-06-03,13830314,14 خرداد رحلت حضرت امام خمینی
12,2004-06-04,13830315,15 خرداد قیام 15 خرداد
13,2004-07-21,13830431,31 تیر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2004-08-30,13830609,9 شهریورولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2004-09-13,13830623,23 شهریورمبعث رسول اکرم (ص)[ 27 رجب ]
16,2004-10-01,13830710,10 مهر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2004-11-05,13830815,15 آبان شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2004-11-14,13830824,24 آبان عید سعید فطر[ 1 شوال ]
19,2004-11-15,13830825,25 آبان تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2004-12-08,13830918,18 آذر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2005-01-21,13831102,2 بهمن عید سعید قربان[ 10 ذوالحجه ]
22,2005-01-29,13831110,10 بهمن عید سعید غدیر خم[ 18 ذوالحجه ]
23,2005-02-10,13831122,22 بهمن پیروزی انقلاب اسلامی
24,2005-02-19,13831201,1 اسفند تاسوعای حسینی[ 9 محرم ]
25,2005-02-20,13831202,2 اسفند عاشورای حسینی[ 10 محرم ]
26,2005-03-19,13831229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2005-03-20,13831230,30 اسفند آخرین روز سال
0,2005-03-21,13840101,1 فروردین جشن نوروز/جشن سال نو
1,2005-03-22,13840102,2 فروردین عیدنوروز
2,2005-03-23,13840103,3 فروردین عیدنوروز
3,2005-03-24,13840104,4 فروردین عیدنوروز
4,2005-03-31,13840111,11 فروردین اربعین حسینی[ 20 صفر ]
5,2005-04-01,13840112,12 فروردین روز جمهوری اسلامی
6,2005-04-02,13840113,13 فروردین جشن سیزده به در
7,2005-04-08,13840119,19 فروردین رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
8,2005-04-09,13840120,20 فروردین شهادت امام رضا علیه السلام[ 29 صفر ]
9,2005-04-17,13840128,28 فروردین شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2005-04-26,13840206,6 اردیبهشت میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2005-06-04,13840314,14 خرداد رحلت حضرت امام خمینی
12,2005-06-05,13840315,15 خرداد قیام 15 خرداد
13,2005-07-10,13840419,19 تیر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2005-08-19,13840528,28 اَمرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2005-09-02,13840611,11 شهریورمبعث رسول اکرم (ص)[ 27 رجب ]
16,2005-09-20,13840629,29 شهریورولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2005-10-25,13840803,3 آبان شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2005-11-04,13840813,13 آبان عید سعید فطر[ 1 شوال ]
19,2005-11-05,13840814,14 آبان تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2005-11-28,13840907,7 آذر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2006-01-11,13841021,21 دی عید سعید قربان[ 10 ذوالحجه ]
22,2006-01-19,13841029,29 دی عید سعید غدیر خم[ 18 ذوالحجه ]
23,2006-02-08,13841119,19 بهمن تاسوعای حسینی[ 9 محرم ]
24,2006-02-09,13841120,20 بهمن عاشورای حسینی[ 10 محرم ]
25,2006-02-11,13841122,22 بهمن پیروزی انقلاب اسلامی
26,2006-03-20,13841229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2006-03-21,13850101,1 فروردین جشن نوروز/جشن سال نو
1,2006-03-21,13850101,1 فروردین اربعین حسینی[ 20 صفر ]
2,2006-03-22,13850102,2 فروردین عیدنوروز
3,2006-03-23,13850103,3 فروردین عیدنوروز
4,2006-03-24,13850104,4 فروردین عیدنوروز
5,2006-03-29,13850109,9 فروردین رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
6,2006-03-30,13850110,10 فروردین شهادت امام رضا علیه السلام[ 29 صفر ]
7,2006-04-01,13850112,12 فروردین روز جمهوری اسلامی
8,2006-04-02,13850113,13 فروردین جشن سیزده به در
9,2006-04-07,13850118,18 فروردین شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2006-04-16,13850127,27 فروردین میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2006-06-04,13850314,14 خرداد رحلت حضرت امام خمینی
12,2006-06-05,13850315,15 خرداد قیام 15 خرداد
13,2006-06-29,13850408,8 تیر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2006-08-08,13850517,17 اَمرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2006-08-22,13850531,31 اَمرداد مبعث رسول اکرم (ص)[ 27 رجب ]
16,2006-09-09,13850618,18 شهریورولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2006-10-15,13850723,23 مهر شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2006-10-24,13850802,2 آبان عید سعید فطر[ 1 شوال ]
19,2006-10-25,13850803,3 آبان تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2006-11-17,13850826,26 آبان شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2006-12-31,13851010,10 دی عید سعید قربان[ 10 ذوالحجه ]
22,2007-01-08,13851018,18 دی عید سعید غدیر خم[ 18 ذوالحجه ]
23,2007-01-29,13851109,9 بهمن تاسوعای حسینی[ 9 محرم ]
24,2007-01-30,13851110,10 بهمن عاشورای حسینی[ 10 محرم ]
25,2007-02-11,13851122,22 بهمن پیروزی انقلاب اسلامی
26,2007-03-10,13851219,19 اسفند اربعین حسینی[ 20 صفر ]
27,2007-03-18,13851227,27 اسفند رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
28,2007-03-20,13851229,29 اسفند روز ملی شدن صنعت نفت ایران
29,2007-03-20,13851229,29 اسفند شهادت امام رضا علیه السلام[ 30 صفر ]
0,2007-03-21,13860101,1 فروردین جشن نوروز/جشن سال نو
1,2007-03-22,13860102,2 فروردین عیدنوروز
2,2007-03-23,13860103,3 فروردین عیدنوروز
3,2007-03-24,13860104,4 فروردین عیدنوروز
4,2007-03-28,13860108,8 فروردین شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
5,2007-04-01,13860112,12 فروردین روز جمهوری اسلامی
6,2007-04-02,13860113,13 فروردین جشن سیزده به در
7,2007-04-06,13860117,17 فروردین میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
8,2007-06-04,13860314,14 خرداد رحلت حضرت امام خمینی
9,2007-06-05,13860315,15 خرداد قیام 15 خرداد
10,2007-06-18,13860328,28 خرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
11,2007-07-28,13860506,6 اَمرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
12,2007-08-11,13860520,20 اَمرداد مبعث رسول اکرم (ص)[ 27 رجب ]
13,2007-08-29,13860607,7 شهریورولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
14,2007-10-03,13860711,11 مهر شهادت حضرت علی علیه السلام[ 21 رمضان ]
15,2007-10-13,13860721,21 مهر عید سعید فطر[ 1 شوال ]
16,2007-10-14,13860722,22 مهر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
17,2007-11-06,13860815,15 آبان شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
18,2007-12-21,13860930,30 آذر عید سعید قربان[ 10 ذوالحجه ]
19,2007-12-29,13861008,8 دی عید سعید غدیر خم[ 18 ذوالحجه ]
20,2008-01-18,13861028,28 دی تاسوعای حسینی[ 9 محرم ]
21,2008-01-19,13861029,29 دی عاشورای حسینی[ 10 محرم ]
22,2008-02-11,13861122,22 بهمن پیروزی انقلاب اسلامی
23,2008-02-28,13861209,9 اسفند اربعین حسینی[ 20 صفر ]
24,2008-03-07,13861217,17 اسفند رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
25,2008-03-08,13861218,18 اسفند شهادت امام رضا علیه السلام[ 29 صفر ]
26,2008-03-16,13861226,26 اسفند شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
27,2008-03-19,13861229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2008-03-20,13870101,1 فروردین جشن نوروز/جشن سال نو
1,2008-03-21,13870102,2 فروردین عیدنوروز
2,2008-03-22,13870103,3 فروردین عیدنوروز
3,2008-03-23,13870104,4 فروردین عیدنوروز
4,2008-03-25,13870106,6 فروردین میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
5,2008-03-31,13870112,12 فروردین روز جمهوری اسلامی
6,2008-04-01,13870113,13 فروردین جشن سیزده به در
7,2008-06-03,13870314,14 خرداد رحلت حضرت امام خمینی
8,2008-06-04,13870315,15 خرداد قیام 15 خرداد
9,2008-06-07,13870318,18 خرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
10,2008-07-16,13870426,26 تیر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
11,2008-07-30,13870509,9 اَمرداد مبعث رسول اکرم (ص)[ 27 رجب ]
12,2008-08-17,13870527,27 اَمرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
13,2008-09-22,13870701,1 مهر شهادت حضرت علی علیه السلام[ 21 رمضان ]
14,2008-10-01,13870710,10 مهر عید سعید فطر[ 1 شوال ]
15,2008-10-02,13870711,11 مهر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
16,2008-10-25,13870804,4 آبان شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
17,2008-12-09,13870919,19 آذر عید سعید قربان[ 10 ذوالحجه ]
18,2008-12-17,13870927,27 آذر عید سعید غدیر خم[ 18 ذوالحجه ]
19,2009-01-06,13871017,17 دی تاسوعای حسینی[ 9 محرم ]
20,2009-01-07,13871018,18 دی عاشورای حسینی[ 10 محرم ]
21,2009-02-10,13871122,22 بهمن پیروزی انقلاب اسلامی
22,2009-02-16,13871128,28 بهمن اربعین حسینی[ 20 صفر ]
23,2009-02-24,13871206,6 اسفند رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
24,2009-02-26,13871208,8 اسفند شهادت امام رضا علیه السلام[ 30 صفر ]
25,2009-03-06,13871216,16 اسفند شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
26,2009-03-15,13871225,25 اسفند میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
27,2009-03-19,13871229,29 اسفند روز ملی شدن صنعت نفت ایران
28,2009-03-20,13871230,30 اسفند آخرین روز سال
0,2009-03-21,13880101,1 فروردین جشن نوروز/جشن سال نو
1,2009-03-22,13880102,2 فروردین عیدنوروز
2,2009-03-23,13880103,3 فروردین عیدنوروز
3,2009-03-24,13880104,4 فروردین عیدنوروز
4,2009-04-01,13880112,12 فروردین روز جمهوری اسلامی
5,2009-04-02,13880113,13 فروردین جشن سیزده به در
6,2009-05-28,13880307,7 خرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2009-06-04,13880314,14 خرداد رحلت حضرت امام خمینی
8,2009-06-05,13880315,15 خرداد قیام 15 خرداد
9,2009-07-06,13880415,15 تیر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2009-07-20,13880429,29 تیر مبعث رسول اکرم (ص)[ 27 رجب ]
11,2009-08-07,13880516,16 اَمرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2009-09-11,13880620,20 شهریورشهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2009-09-20,13880629,29 شهریورعید سعید فطر[ 1 شوال ]
14,2009-09-21,13880630,30 شهریورتعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2009-10-14,13880722,22 مهر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2009-11-28,13880907,7 آذر عید سعید قربان[ 10 ذوالحجه ]
17,2009-12-06,13880915,15 آذر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2009-12-26,13881005,5 دی تاسوعای حسینی[ 9 محرم ]
19,2009-12-27,13881006,6 دی عاشورای حسینی[ 10 محرم ]
20,2010-02-05,13881116,16 بهمن اربعین حسینی[ 20 صفر ]
21,2010-02-11,13881122,22 بهمن پیروزی انقلاب اسلامی
22,2010-02-13,13881124,24 بهمن رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
23,2010-02-15,13881126,26 بهمن شهادت امام رضا علیه السلام[ 30 صفر ]
24,2010-02-23,13881204,4 اسفند شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
25,2010-03-04,13881213,13 اسفند میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
26,2010-03-20,13881229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2010-03-21,13890101,1 فروردین جشن نوروز/جشن سال نو
1,2010-03-22,13890102,2 فروردین عیدنوروز
2,2010-03-23,13890103,3 فروردین عیدنوروز
3,2010-03-24,13890104,4 فروردین عیدنوروز
4,2010-04-01,13890112,12 فروردین روز جمهوری اسلامی
5,2010-04-02,13890113,13 فروردین جشن سیزده به در
6,2010-05-17,13890227,27 اردیبهشت شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2010-06-04,13890314,14 خرداد رحلت حضرت امام خمینی
8,2010-06-05,13890315,15 خرداد قیام 15 خرداد
9,2010-06-26,13890405,5 تیر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2010-07-10,13890419,19 تیر مبعث رسول اکرم (ص)[ 27 رجب ]
11,2010-07-27,13890505,5 اَمرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2010-09-01,13890610,10 شهریورشهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2010-09-10,13890619,19 شهریورعید سعید فطر[ 1 شوال ]
14,2010-09-11,13890620,20 شهریورتعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2010-10-04,13890712,12 مهر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2010-11-17,13890826,26 آبان عید سعید قربان[ 10 ذوالحجه ]
17,2010-11-25,13890904,4 آذر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2010-12-15,13890924,24 آذر تاسوعای حسینی[ 9 محرم ]
19,2010-12-16,13890925,25 آذر عاشورای حسینی[ 10 محرم ]
20,2011-01-25,13891105,5 بهمن اربعین حسینی[ 20 صفر ]
21,2011-02-02,13891113,13 بهمن رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2011-02-04,13891115,15 بهمن شهادت امام رضا علیه السلام[ 30 صفر ]
23,2011-02-11,13891122,22 بهمن پیروزی انقلاب اسلامی
24,2011-02-12,13891123,23 بهمن شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
25,2011-02-21,13891202,2 اسفند میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
26,2011-03-20,13891229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2011-03-21,13900101,1 فروردین جشن نوروز/جشن سال نو
1,2011-03-22,13900102,2 فروردین عیدنوروز
2,2011-03-23,13900103,3 فروردین عیدنوروز
3,2011-03-24,13900104,4 فروردین عیدنوروز
4,2011-04-01,13900112,12 فروردین روز جمهوری اسلامی
5,2011-04-02,13900113,13 فروردین جشن سیزده به در
6,2011-05-07,13900217,17 اردیبهشت شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2011-06-04,13900314,14 خرداد رحلت حضرت امام خمینی
8,2011-06-05,13900315,15 خرداد قیام 15 خرداد
9,2011-06-16,13900326,26 خرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2011-06-30,13900409,9 تیر مبعث رسول اکرم (ص)[ 27 رجب ]
11,2011-07-17,13900426,26 تیر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2011-08-21,13900530,30 اَمرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2011-08-31,13900609,9 شهریورعید سعید فطر[ 1 شوال ]
14,2011-09-01,13900610,10 شهریورتعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2011-09-24,13900702,2 مهر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2011-11-07,13900816,16 آبان عید سعید قربان[ 10 ذوالحجه ]
17,2011-11-15,13900824,24 آبان عید سعید غدیر خم[ 18 ذوالحجه ]
18,2011-12-05,13900914,14 آذر تاسوعای حسینی[ 9 محرم ]
19,2011-12-06,13900915,15 آذر عاشورای حسینی[ 10 محرم ]
20,2012-01-14,13901024,24 دی اربعین حسینی[ 20 صفر ]
21,2012-01-22,13901102,2 بهمن رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2012-01-24,13901104,4 بهمن شهادت امام رضا علیه السلام[ 30 صفر ]
23,2012-02-01,13901112,12 بهمن شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2012-02-10,13901121,21 بهمن میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2012-02-11,13901122,22 بهمن پیروزی انقلاب اسلامی
26,2012-03-19,13901229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2012-03-20,13910101,1 فروردین جشن نوروز/جشن سال نو
1,2012-03-21,13910102,2 فروردین عیدنوروز
2,2012-03-22,13910103,3 فروردین عیدنوروز
3,2012-03-23,13910104,4 فروردین عیدنوروز
4,2012-03-31,13910112,12 فروردین روز جمهوری اسلامی
5,2012-04-01,13910113,13 فروردین جشن سیزده به در
6,2012-04-25,13910206,6 اردیبهشت شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2012-06-03,13910314,14 خرداد رحلت حضرت امام خمینی
8,2012-06-04,13910315,15 خرداد قیام 15 خرداد
9,2012-06-04,13910315,15 خرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2012-06-18,13910329,29 خرداد مبعث رسول اکرم (ص)[ 27 رجب ]
11,2012-07-05,13910415,15 تیر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2012-08-10,13910520,20 اَمرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2012-08-19,13910529,29 اَمرداد عید سعید فطر[ 1 شوال ]
14,2012-08-20,13910530,30 اَمرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2012-09-12,13910622,22 شهریورشهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2012-10-26,13910805,5 آبان عید سعید قربان[ 10 ذوالحجه ]
17,2012-11-03,13910813,13 آبان عید سعید غدیر خم[ 18 ذوالحجه ]
18,2012-11-24,13910904,4 آذر تاسوعای حسینی[ 9 محرم ]
19,2012-11-25,13910905,5 آذر عاشورای حسینی[ 10 محرم ]
20,2013-01-03,13911014,14 دی اربعین حسینی[ 20 صفر ]
21,2013-01-11,13911022,22 دی رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2013-01-12,13911023,23 دی شهادت امام رضا علیه السلام[ 29 صفر ]
23,2013-01-20,13911101,1 بهمن شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2013-01-29,13911110,10 بهمن میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2013-02-10,13911122,22 بهمن پیروزی انقلاب اسلامی
26,2013-03-19,13911229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2013-03-20,13911230,30 اسفند آخرین روز سال
0,2013-03-21,13920101,1 فروردین جشن نوروز/جشن سال نو
1,2013-03-22,13920102,2 فروردین عیدنوروز
2,2013-03-23,13920103,3 فروردین عیدنوروز
3,2013-03-24,13920104,4 فروردین عیدنوروز
4,2013-04-01,13920112,12 فروردین روز جمهوری اسلامی
5,2013-04-02,13920113,13 فروردین جشن سیزده به در
6,2013-04-14,13920125,25 فروردین شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2013-05-24,13920303,3 خرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
8,2013-06-04,13920314,14 خرداد رحلت حضرت امام خمینی
9,2013-06-05,13920315,15 خرداد قیام 15 خرداد
10,2013-06-07,13920317,17 خرداد مبعث رسول اکرم (ص)[ 27 رجب ]
11,2013-06-24,13920403,3 تیر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2013-07-30,13920508,8 اَمرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2013-08-09,13920518,18 اَمرداد عید سعید فطر[ 1 شوال ]
14,2013-08-10,13920519,19 اَمرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2013-09-02,13920611,11 شهریورشهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2013-10-16,13920724,24 مهر عید سعید قربان[ 10 ذوالحجه ]
17,2013-10-24,13920802,2 آبان عید سعید غدیر خم[ 18 ذوالحجه ]
18,2013-11-13,13920822,22 آبان تاسوعای حسینی[ 9 محرم ]
19,2013-11-14,13920823,23 آبان عاشورای حسینی[ 10 محرم ]
20,2013-12-23,13921002,2 دی اربعین حسینی[ 20 صفر ]
21,2013-12-31,13921010,10 دی رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2014-01-02,13921012,12 دی شهادت امام رضا علیه السلام[ 30 صفر ]
23,2014-01-10,13921020,20 دی شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2014-01-19,13921029,29 دی میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2014-02-11,13921122,22 بهمن پیروزی انقلاب اسلامی
26,2014-03-20,13921229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2014-03-21,13930101,1 فروردین جشن نوروز/جشن سال نو
1,2014-03-22,13930102,2 فروردین عیدنوروز
2,2014-03-23,13930103,3 فروردین عیدنوروز
3,2014-03-24,13930104,4 فروردین عیدنوروز
4,2014-04-01,13930112,12 فروردین روز جمهوری اسلامی
5,2014-04-02,13930113,13 فروردین جشن سیزده به در
6,2014-04-03,13930114,14 فروردین شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2014-05-13,13930223,23 اردیبهشت ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
8,2014-05-27,13930306,6 خرداد مبعث رسول اکرم (ص)[ 27 رجب ]
9,2014-06-04,13930314,14 خرداد رحلت حضرت امام خمینی
10,2014-06-05,13930315,15 خرداد قیام 15 خرداد
11,2014-06-13,13930323,23 خرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2014-07-19,13930428,28 تیر شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2014-07-29,13930507,7 اَمرداد عید سعید فطر[ 1 شوال ]
14,2014-07-30,13930508,8 اَمرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2014-08-22,13930531,31 اَمرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2014-10-05,13930713,13 مهر عید سعید قربان[ 10 ذوالحجه ]
17,2014-10-13,13930721,21 مهر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2014-11-03,13930812,12 آبان تاسوعای حسینی[ 9 محرم ]
19,2014-11-04,13930813,13 آبان عاشورای حسینی[ 10 محرم ]
