,date,fa_date,reason
18,2026-08-22,14050531,31 اَمرداد شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
19,2026-08-31,14050609,9 شهریورمیلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
20,2026-11-14,14050823,23 آبان شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
21,2026-12-23,14051002,2 دی ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
22,2027-01-06,14051016,16 دی مبعث رسول اکرم (ص)[ 27 رجب ]
23,2027-01-24,14051104,4 بهمن ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
24,2027-02-11,14051122,22 بهمن پیروزی انقلاب اسلامی
25,2027-03-01,14051210,10 اسفند شهادت حضرت علی علیه السلام[ 21 رمضان ]
26,2027-03-10,14051219,19 اسفند عید سعید فطر[ 1 شوال ]
27,2027-03-11,14051220,20 اسفند تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
28,2027-03-20,14051229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2027-03-21,14060101,1 فروردین جشن نوروز/جشن سال نو
1,2027-03-22,14060102,2 فروردین عیدنوروز
2,2027-03-23,14060103,3 فروردین عیدنوروز
3,2027-03-24,14060104,4 فروردین عیدنوروز
4,2027-04-01,14060112,12 فروردین روز جمهوری اسلامی
5,2027-04-02,14060113,13 فروردین جشن سیزده به در
6,2027-04-03,14060114,14 فروردین شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
7,2027-05-17,14060227,27 اردیبهشت عید سعید قربان[ 10 ذوالحجه ]
8,2027-05-25,14060304,4 خرداد عید سعید غدیر خم[ 18 ذوالحجه ]
9,2027-06-04,14060314,14 خرداد رحلت حضرت امام خمینی
10,2027-06-05,14060315,15 خرداد قیام 15 خرداد
11,2027-06-15,14060325,25 خرداد تاسوعای حسینی[ 9 محرم ]
12,2027-06-16,14060326,26 خرداد عاشورای حسینی[ 10 محرم ]
13,2027-07-25,14060503,3 اَمرداد اربعین حسینی[ 20 صفر ]
14,2027-08-02,14060511,11 اَمرداد رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
15,2027-08-03,14060512,12 اَمرداد شهادت امام رضا علیه السلام[ 29 صفر ]
16,2027-08-11,14060520,20 اَمرداد شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
17,2027-08-20,14060529,29 اَمرداد میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
18,2027-11-03,14060812,12 آبان شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
19,2027-12-12,14060921,21 آذر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
20,2027-12-26,14061005,5 دی مبعث رسول اکرم (ص)[ 27 رجب ]
21,2028-01-13,14061023,23 دی ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
22,2028-02-11,14061122,22 بهمن پیروزی انقلاب اسلامی
23,2028-02-18,14061129,29 بهمن شهادت حضرت علی علیه السلام[ 21 رمضان ]
24,2028-02-27,14061208,8 اسفند عید سعید فطر[ 1 شوال ]
25,2028-02-28,14061209,9 اسفند تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
26,2028-03-19,14061229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2028-03-20,14070101,1 فروردین جشن نوروز/جشن سال نو
1,2028-03-21,14070102,2 فروردین عیدنوروز
2,2028-03-22,14070103,3 فروردین عیدنوروز
3,2028-03-22,14070103,3 فروردین شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
4,2028-03-23,14070104,4 فروردین عیدنوروز
5,2028-03-31,14070112,12 فروردین روز جمهوری اسلامی
6,2028-04-01,14070113,13 فروردین جشن سیزده به در
7,2028-05-06,14070217,17 اردیبهشت عید سعید قربان[ 10 ذوالحجه ]
8,2028-05-14,14070225,25 اردیبهشت عید سعید غدیر خم[ 18 ذوالحجه ]
9,2028-06-03,14070314,14 خرداد رحلت حضرت امام خمینی
10,2028-06-03,14070314,14 خرداد تاسوعای حسینی[ 9 محرم ]
11,2028-06-04,14070315,15 خرداد قیام 15 خرداد
12,2028-06-04,14070315,15 خرداد عاشورای حسینی[ 10 محرم ]
13,2028-07-14,14070424,24 تیر اربعین حسینی[ 20 صفر ]
14,2028-07-22,14070501,1 اَمرداد رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
15,2028-07-23,14070502,2 اَمرداد شهادت امام رضا علیه السلام[ 29 صفر ]
16,2028-07-31,14070510,10 اَمرداد شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
17,2028-08-09,14070519,19 اَمرداد میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
18,2028-10-22,14070801,1 آبان شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
19,2028-12-01,14070911,11 آذر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
20,2028-12-15,14070925,25 آذر مبعث رسول اکرم (ص)[ 27 رجب ]
21,2029-01-01,14071012,12 دی ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
22,2029-02-06,14071118,18 بهمن شهادت حضرت علی علیه السلام[ 21 رمضان ]
23,2029-02-10,14071122,22 بهمن پیروزی انقلاب اسلامی
24,2029-02-15,14071127,27 بهمن عید سعید فطر[ 1 شوال ]
25,2029-02-16,14071128,28 بهمن تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
26,2029-03-11,14071221,21 اسفند شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
27,2029-03-19,14071229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2029-03-20,14080101,1 فروردین جشن نوروز/جشن سال نو
1,2029-03-21,14080102,2 فروردین عیدنوروز
2,2029-03-22,14080103,3 فروردین عیدنوروز
3,2029-03-23,14080104,4 فروردین عیدنوروز
4,2029-03-31,14080112,12 فروردین روز جمهوری اسلامی
5,2029-04-01,14080113,13 فروردین جشن سیزده به در
6,2029-04-25,14080206,6 اردیبهشت عید سعید قربان[ 10 ذوالحجه ]
7,2029-05-03,14080214,14 اردیبهشت عید سعید غدیر خم[ 18 ذوالحجه ]
8,2029-05-23,14080303,3 خرداد تاسوعای حسینی[ 9 محرم ]
9,2029-05-24,14080304,4 خرداد عاشورای حسینی[ 10 محرم ]
10,2029-06-03,14080314,14 خرداد رحلت حضرت امام خمینی
11,2029-06-04,14080315,15 خرداد قیام 15 خرداد
12,2029-07-03,14080413,13 تیر اربعین حسینی[ 20 صفر ]
13,2029-07-11,14080421,21 تیر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
14,2029-07-13,14080423,23 تیر شهادت امام رضا علیه السلام[ 30 صفر ]
15,2029-07-21,14080431,31 تیر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
16,2029-07-30,14080509,9 اَمرداد میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
17,2029-10-12,14080721,21 مهر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
18,2029-11-20,14080830,30 آبان ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
19,2029-12-04,14080914,14 آذر مبعث رسول اکرم (ص)[ 27 رجب ]
20,2029-12-22,14081002,2 دی ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
21,2030-01-26,14081107,7 بهمن شهادت حضرت علی علیه السلام[ 21 رمضان ]
22,2030-02-05,14081117,17 بهمن عید سعید فطر[ 1 شوال ]
23,2030-02-06,14081118,18 بهمن تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
24,2030-02-10,14081122,22 بهمن پیروزی انقلاب اسلامی
25,2030-03-01,14081211,11 اسفند شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
26,2030-03-19,14081229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2030-03-20,14081230,30 اسفند آخرین روز سال
0,2030-03-21,14090101,1 فروردین جشن نوروز/جشن سال نو
1,2030-03-22,14090102,2 فروردین عیدنوروز
2,2030-03-23,14090103,3 فروردین عیدنوروز
3,2030-03-24,14090104,4 فروردین عیدنوروز
4,2030-04-01,14090112,12 فروردین روز جمهوری اسلامی
5,2030-04-02,14090113,13 فروردین جشن سیزده به در
6,2030-04-14,14090125,25 فروردین عید سعید قربان[ 10 ذوالحجه ]
7,2030-04-22,14090202,2 اردیبهشت عید سعید غدیر خم[ 18 ذوالحجه ]
8,2030-05-12,14090222,22 اردیبهشت تاسوعای حسینی[ 9 محرم ]
9,2030-05-13,14090223,23 اردیبهشت عاشورای حسینی[ 10 محرم ]
10,2030-06-04,14090314,14 خرداد رحلت حضرت امام خمینی
11,2030-06-05,14090315,15 خرداد قیام 15 خرداد
12,2030-06-22,14090401,1 تیر اربعین حسینی[ 20 صفر ]
13,2030-06-30,14090409,9 تیر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
14,2030-07-02,14090411,11 تیر شهادت امام رضا علیه السلام[ 30 صفر ]
15,2030-07-10,14090419,19 تیر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
16,2030-07-19,14090428,28 تیر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
17,2030-10-02,14090710,10 مهر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
18,2030-11-10,14090819,19 آبان ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
19,2030-11-24,14090903,3 آذر مبعث رسول اکرم (ص)[ 27 رجب ]
20,2030-12-11,14090920,20 آذر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
21,2031-01-16,14091026,26 دی شهادت حضرت علی علیه السلام[ 21 رمضان ]
22,2031-01-25,14091105,5 بهمن عید سعید فطر[ 1 شوال ]
23,2031-01-26,14091106,6 بهمن تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
24,2031-02-11,14091122,22 بهمن پیروزی انقلاب اسلامی
25,2031-02-18,14091129,29 بهمن شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
26,2031-03-20,14091229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2031-03-21,14100101,1 فروردین جشن نوروز/جشن سال نو
1,2031-03-22,14100102,2 فروردین عیدنوروز
2,2031-03-23,14100103,3 فروردین عیدنوروز
3,2031-03-24,14100104,4 فروردین عیدنوروز
4,2031-04-01,14100112,12 فروردین روز جمهوری اسلامی
5,2031-04-02,14100113,13 فروردین جشن سیزده به در
6,2031-04-03,14100114,14 فروردین عید سعید قربان[ 10 ذوالحجه ]
7,2031-04-11,14100122,22 فروردین عید سعید غدیر خم[ 18 ذوالحجه ]
8,2031-05-02,14100212,12 اردیبهشت تاسوعای حسینی[ 9 محرم ]
9,2031-05-03,14100213,13 اردیبهشت عاشورای حسینی[ 10 محرم ]
10,2031-06-04,14100314,14 خرداد رحلت حضرت امام خمینی
11,2031-06-05,14100315,15 خرداد قیام 15 خرداد
12,2031-06-11,14100321,21 خرداد اربعین حسینی[ 20 صفر ]
13,2031-06-19,14100329,29 خرداد رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
14,2031-06-21,14100331,31 خرداد شهادت امام رضا علیه السلام[ 30 صفر ]
15,2031-06-29,14100408,8 تیر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
16,2031-07-08,14100417,17 تیر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
17,2031-09-21,14100630,30 شهریورشهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
18,2031-10-30,14100808,8 آبان ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
19,2031-11-13,14100822,22 آبان مبعث رسول اکرم (ص)[ 27 رجب ]
20,2031-12-01,14100910,10 آذر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
21,2032-01-05,14101015,15 دی شهادت حضرت علی علیه السلام[ 21 رمضان ]
22,2032-01-15,14101025,25 دی عید سعید فطر[ 1 شوال ]
23,2032-01-16,14101026,26 دی تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
24,2032-02-08,14101119,19 بهمن شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
25,2032-02-11,14101122,22 بهمن پیروزی انقلاب اسلامی
26,2032-03-19,14101229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2032-03-20,14110101,1 فروردین جشن نوروز/جشن سال نو
1,2032-03-21,14110102,2 فروردین عیدنوروز
2,2032-03-22,14110103,3 فروردین عیدنوروز
3,2032-03-23,14110104,4 فروردین عیدنوروز
4,2032-03-23,14110104,4 فروردین عید سعید قربان[ 10 ذوالحجه ]
5,2032-03-31,14110112,12 فروردین روز جمهوری اسلامی
6,2032-03-31,14110112,12 فروردین عید سعید غدیر خم[ 18 ذوالحجه ]
7,2032-04-01,14110113,13 فروردین جشن سیزده به در
8,2032-04-20,14110201,1 اردیبهشت تاسوعای حسینی[ 9 محرم ]
9,2032-04-21,14110202,2 اردیبهشت عاشورای حسینی[ 10 محرم ]
10,2032-05-30,14110310,10 خرداد اربعین حسینی[ 20 صفر ]
11,2032-06-03,14110314,14 خرداد رحلت حضرت امام خمینی
12,2032-06-04,14110315,15 خرداد قیام 15 خرداد
13,2032-06-07,14110318,18 خرداد رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
14,2032-06-09,14110320,20 خرداد شهادت امام رضا علیه السلام[ 30 صفر ]
15,2032-06-17,14110328,28 خرداد شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
16,2032-06-26,14110406,6 تیر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
17,2032-09-09,14110619,19 شهریورشهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
18,2032-10-19,14110728,28 مهر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
19,2032-11-02,14110812,12 آبان مبعث رسول اکرم (ص)[ 27 رجب ]
20,2032-11-19,14110829,29 آبان ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
21,2032-12-25,14111005,5 دی شهادت حضرت علی علیه السلام[ 21 رمضان ]
22,2033-01-03,14111014,14 دی عید سعید فطر[ 1 شوال ]
23,2033-01-04,14111015,15 دی تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
24,2033-01-27,14111108,8 بهمن شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
25,2033-02-10,14111122,22 بهمن پیروزی انقلاب اسلامی
26,2033-03-12,14111222,22 اسفند عید سعید قربان[ 10 ذوالحجه ]
27,2033-03-19,14111229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2033-03-20,14120101,1 فروردین جشن نوروز/جشن سال نو
1,2033-03-20,14120101,1 فروردین عید سعید غدیر خم[ 18 ذوالحجه ]
2,2033-03-21,14120102,2 فروردین عیدنوروز
3,2033-03-22,14120103,3 فروردین عیدنوروز
4,2033-03-23,14120104,4 فروردین عیدنوروز
5,2033-03-31,14120112,12 فروردین روز جمهوری اسلامی
6,2033-04-01,14120113,13 فروردین جشن سیزده به در
7,2033-04-10,14120122,22 فروردین تاسوعای حسینی[ 9 محرم ]
8,2033-04-11,14120123,23 فروردین عاشورای حسینی[ 10 محرم ]
9,2033-05-20,14120231,31 اردیبهشت اربعین حسینی[ 20 صفر ]
10,2033-05-28,14120308,8 خرداد رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
11,2033-05-29,14120309,9 خرداد شهادت امام رضا علیه السلام[ 29 صفر ]
12,2033-06-03,14120314,14 خرداد رحلت حضرت امام خمینی
13,2033-06-04,14120315,15 خرداد قیام 15 خرداد
14,2033-06-06,14120317,17 خرداد شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
15,2033-06-15,14120326,26 خرداد میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
16,2033-08-29,14120608,8 شهریورشهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
17,2033-10-08,14120717,17 مهر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
18,2033-10-22,14120801,1 آبان مبعث رسول اکرم (ص)[ 27 رجب ]
19,2033-11-08,14120818,18 آبان ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
20,2033-12-14,14120924,24 آذر شهادت حضرت علی علیه السلام[ 21 رمضان ]
21,2033-12-24,14121004,4 دی عید سعید فطر[ 1 شوال ]
22,2033-12-25,14121005,5 دی تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
23,2034-01-17,14121028,28 دی شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
24,2034-02-10,14121122,22 بهمن پیروزی انقلاب اسلامی
25,2034-03-02,14121212,12 اسفند عید سعید قربان[ 10 ذوالحجه ]
26,2034-03-10,14121220,20 اسفند عید سعید غدیر خم[ 18 ذوالحجه ]
27,2034-03-19,14121229,29 اسفند روز ملی شدن صنعت نفت ایران
28,2034-03-20,14121230,30 اسفند آخرین روز سال
0,2034-03-21,14130101,1 فروردین جشن نوروز/جشن سال نو
1,2034-03-22,14130102,2 فروردین عیدنوروز
2,2034-03-23,14130103,3 فروردین عیدنوروز
3,2034-03-24,14130104,4 فروردین عیدنوروز
4,2034-03-30,14130110,10 فروردین تاسوعای حسینی[ 9 محرم ]
5,2034-03-31,14130111,11 فروردین عاشورای حسینی[ 10 محرم ]
6,2034-04-01,14130112,12 فروردین روز جمهوری اسلامی
7,2034-04-02,14130113,13 فروردین جشن سیزده به در
8,2034-05-10,14130220,20 اردیبهشت اربعین حسینی[ 20 صفر ]
9,2034-05-18,14130228,28 اردیبهشت رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
10,2034-05-19,14130229,29 اردیبهشت شهادت امام رضا علیه السلام[ 29 صفر ]
11,2034-05-27,14130306,6 خرداد شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
12,2034-06-04,14130314,14 خرداد رحلت حضرت امام خمینی
13,2034-06-05,14130315,15 خرداد قیام 15 خرداد
14,2034-06-05,14130315,15 خرداد میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
15,2034-08-18,14130527,27 اَمرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
16,2034-09-27,14130705,5 مهر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
17,2034-10-11,14130719,19 مهر مبعث رسول اکرم (ص)[ 27 رجب ]
18,2034-10-28,14130806,6 آبان ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
19,2034-12-03,14130912,12 آذر شهادت حضرت علی علیه السلام[ 21 رمضان ]
20,2034-12-13,14130922,22 آذر عید سعید فطر[ 1 شوال ]
21,2034-12-14,14130923,23 آذر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
22,2035-01-06,14131016,16 دی شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
23,2035-02-11,14131122,22 بهمن پیروزی انقلاب اسلامی
24,2035-02-19,14131130,30 بهمن عید سعید قربان[ 10 ذوالحجه ]
25,2035-02-27,14131208,8 اسفند عید سعید غدیر خم[ 18 ذوالحجه ]
26,2035-03-20,14131229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2035-03-20,14131229,29 اسفند تاسوعای حسینی[ 9 محرم ]
0,2035-03-21,14140101,1 فروردین جشن نوروز/جشن سال نو
1,2035-03-21,14140101,1 فروردین عاشورای حسینی[ 10 محرم ]
2,2035-03-22,14140102,2 فروردین عیدنوروز
3,2035-03-23,14140103,3 فروردین عیدنوروز
4,2035-03-24,14140104,4 فروردین عیدنوروز
5,2035-04-01,14140112,12 فروردین روز جمهوری اسلامی
6,2035-04-02,14140113,13 فروردین جشن سیزده به در
7,2035-04-29,14140209,9 اردیبهشت اربعین حسینی[ 20 صفر ]
8,2035-05-07,14140217,17 اردیبهشت رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
9,2035-05-09,14140219,19 اردیبهشت شهادت امام رضا علیه السلام[ 30 صفر ]
10,2035-05-17,14140227,27 اردیبهشت شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
11,2035-05-26,14140305,5 خرداد میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
12,2035-06-04,14140314,14 خرداد رحلت حضرت امام خمینی
13,2035-06-05,14140315,15 خرداد قیام 15 خرداد
14,2035-08-08,14140517,17 اَمرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
15,2035-09-16,14140625,25 شهریورولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
16,2035-09-30,14140708,8 مهر مبعث رسول اکرم (ص)[ 27 رجب ]
17,2035-10-17,14140725,25 مهر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
18,2035-11-22,14140901,1 آذر شهادت حضرت علی علیه السلام[ 21 رمضان ]
19,2035-12-02,14140911,11 آذر عید سعید فطر[ 1 شوال ]
20,2035-12-03,14140912,12 آذر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
21,2035-12-26,14141005,5 دی شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
22,2036-02-08,14141119,19 بهمن عید سعید قربان[ 10 ذوالحجه ]
23,2036-02-11,14141122,22 بهمن پیروزی انقلاب اسلامی
24,2036-02-16,14141127,27 بهمن عید سعید غدیر خم[ 18 ذوالحجه ]
25,2036-03-08,14141218,18 اسفند تاسوعای حسینی[ 9 محرم ]
26,2036-03-09,14141219,19 اسفند عاشورای حسینی[ 10 محرم ]
27,2036-03-19,14141229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2036-03-20,14150101,1 فروردین جشن نوروز/جشن سال نو
1,2036-03-21,14150102,2 فروردین عیدنوروز
2,2036-03-22,14150103,3 فروردین عیدنوروز
3,2036-03-23,14150104,4 فروردین عیدنوروز
4,2036-03-31,14150112,12 فروردین روز جمهوری اسلامی
5,2036-04-01,14150113,13 فروردین جشن سیزده به در
6,2036-04-18,14150130,30 فروردین اربعین حسینی[ 20 صفر ]
7,2036-04-26,14150207,7 اردیبهشت رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
8,2036-04-27,14150208,8 اردیبهشت شهادت امام رضا علیه السلام[ 29 صفر ]
9,2036-05-05,14150216,16 اردیبهشت شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2036-05-14,14150225,25 اردیبهشت میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2036-06-03,14150314,14 خرداد رحلت حضرت امام خمینی
12,2036-06-04,14150315,15 خرداد قیام 15 خرداد
13,2036-07-27,14150506,6 اَمرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2036-09-05,14150615,15 شهریورولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2036-09-19,14150629,29 شهریورمبعث رسول اکرم (ص)[ 27 رجب ]
16,2036-10-06,14150715,15 مهر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2036-11-10,14150820,20 آبان شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2036-11-20,14150830,30 آبان عید سعید فطر[ 1 شوال ]
19,2036-11-21,14150901,1 آذر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2036-12-14,14150924,24 آذر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2037-01-27,14151108,8 بهمن عید سعید قربان[ 10 ذوالحجه ]
22,2037-02-04,14151116,16 بهمن عید سعید غدیر خم[ 18 ذوالحجه ]
23,2037-02-10,14151122,22 بهمن پیروزی انقلاب اسلامی
24,2037-02-25,14151207,7 اسفند تاسوعای حسینی[ 9 محرم ]
25,2037-02-26,14151208,8 اسفند عاشورای حسینی[ 10 محرم ]
26,2037-03-19,14151229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2037-03-20,14160101,1 فروردین جشن نوروز/جشن سال نو
1,2037-03-21,14160102,2 فروردین عیدنوروز
2,2037-03-22,14160103,3 فروردین عیدنوروز
3,2037-03-23,14160104,4 فروردین عیدنوروز
4,2037-03-31,14160112,12 فروردین روز جمهوری اسلامی
5,2037-04-01,14160113,13 فروردین جشن سیزده به در
6,2037-04-07,14160119,19 فروردین اربعین حسینی[ 20 صفر ]
7,2037-04-15,14160127,27 فروردین رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
8,2037-04-17,14160129,29 فروردین شهادت امام رضا علیه السلام[ 30 صفر ]
9,2037-04-25,14160206,6 اردیبهشت شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2037-05-04,14160215,15 اردیبهشت میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2037-06-03,14160314,14 خرداد رحلت حضرت امام خمینی
12,2037-06-04,14160315,15 خرداد قیام 15 خرداد
13,2037-07-17,14160427,27 تیر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2037-08-25,14160604,4 شهریورولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2037-09-08,14160618,18 شهریورمبعث رسول اکرم (ص)[ 27 رجب ]
16,2037-09-26,14160705,5 مهر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2037-10-31,14160810,10 آبان شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2037-11-09,14160819,19 آبان عید سعید فطر[ 1 شوال ]
19,2037-11-10,14160820,20 آبان تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2037-12-03,14160913,13 آذر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2038-01-17,14161028,28 دی عید سعید قربان[ 10 ذوالحجه ]
22,2038-01-25,14161106,6 بهمن عید سعید غدیر خم[ 18 ذوالحجه ]
23,2038-02-10,14161122,22 بهمن پیروزی انقلاب اسلامی
24,2038-02-14,14161126,26 بهمن تاسوعای حسینی[ 9 محرم ]
25,2038-02-15,14161127,27 بهمن عاشورای حسینی[ 10 محرم ]
26,2038-03-19,14161229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2038-03-20,14161230,30 اسفند آخرین روز سال
0,2038-03-21,14170101,1 فروردین جشن نوروز/جشن سال نو
1,2038-03-22,14170102,2 فروردین عیدنوروز
2,2038-03-23,14170103,3 فروردین عیدنوروز
3,2038-03-24,14170104,4 فروردین عیدنوروز
4,2038-03-27,14170107,7 فروردین اربعین حسینی[ 20 صفر ]
5,2038-04-01,14170112,12 فروردین روز جمهوری اسلامی
6,2038-04-02,14170113,13 فروردین جشن سیزده به در
7,2038-04-04,14170115,15 فروردین رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
8,2038-04-06,14170117,17 فروردین شهادت امام رضا علیه السلام[ 30 صفر ]
9,2038-04-14,14170125,25 فروردین شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
10,2038-04-23,14170203,3 اردیبهشت میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
11,2038-06-04,14170314,14 خرداد رحلت حضرت امام خمینی
12,2038-06-05,14170315,15 خرداد قیام 15 خرداد
